,restaurant_name,organisasjonsnummer,avg_rating,rating,text,relative_time_description,author_name
5589,People's,997284607,4.0,5.0,Fresh and tasty Full English Breakfast with a positive atmosphere.,6 months ago,Tania van Zyl
5590,Dirty Vegan Oslo,828179942,4.9,5.0,"I’ve had very tasty burger here. I’ve never thought there would be vegan burger place (more than being an option in a burger place) completely, here it is.

Place has good music, vibe, chill environment.

You will not regret ;)",6 months ago,Alper Yıldırım
5591,Dirty Vegan Oslo,828179942,4.9,5.0,"Such a funky place! I love the concept of multiple street food stands in one place as it gives a lots of options to choose from.
The burger and the fries were DELICIOUS! 🤤 It was too filling for 1 person so definitely worth sharing or taking the other half home like I did.",5 months ago,kateřina molnárová
5592,Dirty Vegan Oslo,828179942,4.9,5.0,"Brilliant vegan place doing, as the name suggests, dirty burgers and loaded fries.

Had the amazing Chick’n Burger highly recommend!

Located within a foot court full of trendy food places so your friends can get non-vegan food elsewhere if they want.",6 months ago,Kate Aldridge
5593,Dirty Vegan Oslo,828179942,4.9,5.0,"Food was amazing person taking my order was super friendly, and the space is cool, even if you're not vegan give it a try, and you will not regret it. 100% recommend!! ❤️",2 months ago,Cristiano Luís
5594,Dirty Vegan Oslo,828179942,4.9,5.0,"Very decent vegan fast food in Oslo! Would definitely come back. Though I’d love to see slightly more unconventional offerings (Dips, burger toppings and perhaps not only skinny fries?)",11 months ago,Denya Blas
5595,Mano Pizza Frogner,915541585,4.3,4.0,"Mano Pizza Frogner delivers Italian pizza as it probably should be done. Nice to see the pizza bakers work and prepare the pizzas and the big proper pizza owen. The pizza had a Thin crust, tomato sauce and add ons.

We ordered 6. Capricciosa and 11. Salsiccia.

For me I find the add on way too little. The taste is a bit mild and misses some flavours.

Very friendly staff with a lot of joy.",4 months ago,Nikolai Sandved
5596,Mano Pizza Frogner,915541585,4.3,5.0,"As Italian as it gets in oslo, a very reasonably priced pizza with a cozy ambiance.",3 months ago,Mohammed Ali
5597,Mano Pizza Frogner,915541585,4.3,5.0,We ordered vegetarian pizza and sandwich.  It was delicious. Enjoyed it. Ambience is amazing too at Mano Sandnes.,a month ago,Darshana Shah
5598,Mano Pizza Frogner,915541585,4.3,5.0,I haven't even finished the pizza I just ordered and I'm here writing this review. One of the best pizzas ever eaten here I Norway. Spot on lads. Regards from a truly Italian pizza lover!,a year ago,Mauro Candiago
5599,Mano Pizza Frogner,915541585,4.3,2.0,"Not the pizza you would like to eat again.

Thick crust, filling slides off the dough. Out of two types, one was completely tasteless and the other one had way too much chili on it.",a year ago,Kat B
5600,Mano Pizza Frogner,997045394,4.3,4.0,"Mano Pizza Frogner delivers Italian pizza as it probably should be done. Nice to see the pizza bakers work and prepare the pizzas and the big proper pizza owen. The pizza had a Thin crust, tomato sauce and add ons.

We ordered 6. Capricciosa and 11. Salsiccia.

For me I find the add on way too little. The taste is a bit mild and misses some flavours.

Very friendly staff with a lot of joy.",4 months ago,Nikolai Sandved
5601,Mano Pizza Frogner,997045394,4.3,5.0,"As Italian as it gets in oslo, a very reasonably priced pizza with a cozy ambiance.",3 months ago,Mohammed Ali
5602,Mano Pizza Frogner,997045394,4.3,5.0,We ordered vegetarian pizza and sandwich.  It was delicious. Enjoyed it. Ambience is amazing too at Mano Sandnes.,a month ago,Darshana Shah
5603,Mano Pizza Frogner,997045394,4.3,5.0,I haven't even finished the pizza I just ordered and I'm here writing this review. One of the best pizzas ever eaten here I Norway. Spot on lads. Regards from a truly Italian pizza lover!,a year ago,Mauro Candiago
5604,Mano Pizza Frogner,997045394,4.3,2.0,"Not the pizza you would like to eat again.

Thick crust, filling slides off the dough. Out of two types, one was completely tasteless and the other one had way too much chili on it.",a year ago,Kat B
5605,Døgnvill Burger Vulkan,997991699,4.4,4.0,"It was a nice burger but a bit overcooked for my taste. The meat was rather dry and plain, but the condiments were good, and altogether it was a decent burger. I was delighted that they had gluten free options for the bun, and it was actually very good! The fries and dips were great, as were the cocktails and beer selection. The service overall was fantastic and the staff was very friendly and tended well to our table.",a year ago,Sharon
5606,Døgnvill Burger Vulkan,997991699,4.4,5.0,Really good burger (Royale With Cheese).,5 months ago,David Petričević
5607,Døgnvill Burger Vulkan,997991699,4.4,5.0,That's the burger you want to try!!! Pulled pork with beef!!! Delicious!,3 months ago,Jolanta Nieścior
5608,Døgnvill Burger Vulkan,997991699,4.4,5.0,It is really a nice place to have dinner. First time to try a salmon burger and it was perfect. The salmon is tender and juicy. The milk shake is very fresh and the beer”Brooklyn” is a good choice with burger. Must go back again some time in the future,4 years ago,Jiaying Ying
5609,Døgnvill Burger Vulkan,997991699,4.4,5.0,"We tried salmon burger and cheddar & bacon one, and both were delicious 🤤 Staff is super friendly and funny :) Highly recommend this place for a dinner!",a month ago,Linda Rian
5610,Open bakery AS,979671008,4.4,1.0,"Again this place is so strange , you can have a coffee take away not u can’t seat if you are not or seeing food .. very rude people working there and it’s the worst place in also ! I don’t really understand how they are stoop open",2 years ago,AA H
5611,Open bakery AS,979671008,4.4,5.0,Delicious bread :-),5 years ago,Armin Bayer
5612,Open bakery AS,979671008,4.4,5.0,Only good bread not baked in my kitchen. But of course they have stopped making the best they had before. Nostalgia or hard work on the kitchen counter?,4 years ago,Bengt Sviu
5613,Open bakery AS,979671008,4.4,5.0,Artisan bakery where the best pastries in Norway are made :-),4 years ago,Knut Glad
5614,Open bakery AS,979671008,4.4,5.0,Coffee. Coffee. Coffee. Good coffee.,10 years ago,Kristian Aalen Berg
5615,Din Deli Tullin,924474742,4.5,5.0,Deli-ssh and souper nice!,5 months ago,Zoltán Sághy
5616,Din Deli Tullin,924474742,4.5,5.0,"Excellent food, cozy atmosphere very nice place for food and coffee !!",5 months ago,kostas strak
5617,Din Deli Tullin,924474742,4.5,4.0,"Nice place with decent lunch options. Had a good house salad, though a bit on the pricier side.",in the last week,Anders Sveen
5618,Din Deli Tullin,924474742,4.5,5.0,"In fact, the best tuna salad I've ever eaten! Large portion and many exciting flavors. Will have lunch here often in the future!",2 months ago,Kristoffer Sandven
5619,Din Deli Tullin,924474742,4.5,2.0,Nothing very special,4 months ago,Qi Ai
5620,Godt Brød Munch Brygge,916186703,4.1,4.0,"A cozy and roomy café, very friendly stuff. Hot chocolate was delicious. They also offer breakfast (a sandwich with coffee of your choice). Unfortunately not that many options of pastries to choose from.
Also, something unusual for an Austrian to see: powerbanks to borrow: comes in handy on a cold day😉",a year ago,Tatiana Kirillova
5621,Godt Brød Munch Brygge,916186703,4.1,3.0,"Good espresso, good bread, very friendly service and welcoming interior. The terrasse is huge and cosy, perfect in the summer. Missing the X factor.",a year ago,Vincent Banterla
5622,Godt Brød Munch Brygge,916186703,4.1,5.0,"This cafe and bakery is really up there with the better ""chain"" type bakeries around Oslo (and Norway!). Location is super central, down by the fjord, near the Opera House and central station. The staff were nice, but nothing special outside of the regional standard. Super smooth coffee and great baked goods on offer. I am looking forwards to coming back here in the Summertime and chilling outside in the sun outside this cafe, it will be a great setup. I think I will be returning many times to this cafe in the future, no worries!",2 years ago,CP T
5623,Godt Brød Munch Brygge,916186703,4.1,3.0,"Lovely stuff, cozy and beautiful decoration. I give it 3 stars because the food wasn't that good and the prices are a little bit high. 200 Nok for two coffees, one cookie and one pastry",a year ago,Ana Luque
5624,Godt Brød Munch Brygge,916186703,4.1,5.0,"I had a fantastic lunch here after visiting the new Munch museum. The sandwich was probably the best I had in Oslo, cheese filled with various leaves and tapenades, and the quality of the bread is superlative. I think it had to be sourdough from the taste and texture. The lunch deal here is great, a sandwich, unlimited coffee and a bun for a reasonable price and you get to enjoy it in a modern yet very warm and cosy space.",a year ago,William Axtell
5625,King Falafel,923383395,4.8,5.0,"The easiest 5 stars ever! Well I consider myself to ba a falafel expert, yeah, i kid you not. And this place makes THE Best Falafel i had in Norway hands down! The staff are so friendly, the place is so perfect for enjoying a sandwich there. Clean and warm. Very good price.
I'll be coming here definitely every time I visit Oslo.",2 months ago,Ashham Alwany
5626,King Falafel,923383395,4.8,5.0,"An absolutely amazing falafel place! The staff are very friendly, approachable and incredibly welcoming
The food is also very high quality and quantity, a filling lunch or dinner at a reasonable price.
Highly recommend anyone to try out this purely vegan restaurant in Oslo.",7 months ago,Rishi Shah
5627,King Falafel,923383395,4.8,5.0,"Best Falafel in the city. Authentic Syrian food (according to Chef Jamal Almansour's note, he uses the recipes from his 70 yr old family run restaurant in Aleppo). I got the special falafel and it was delicious! Picture doesn't do justice. I loved watching the cook prepping our orders. It was a piece of art in the making. The cleaning standards were the highest I've seen after a week long trying different food around Oslo.    Full Vegan menu able to impress even the most meat eaters. The size of the wrap is enough for a full lunch serving. The best value also for the quality & quantity of the food. Highly recommended you stop by this place.",4 months ago,Ana Maria
5628,King Falafel,923383395,4.8,5.0,"Absolutely wonderful, with best laid authentic food. The staff had difficulty in talking English and understanding my questions, but they made sure I understood what I wanted. The delightful yogurt drink (Ayran) at the end was a perfect finish. Cheapest food I found in Oslo. The wrap is sufficient for one person and the middag would be good for two. Would definitely stop by again.",8 months ago,Dushyant Chaudhari
5629,King Falafel,923383395,4.8,5.0,Excellent quality. Fresh and very tasty. Take the effort to walk a few minutes from the waterfront and enjoy yummy food. You won't regret it.,6 months ago,John Finley
5630,Markveien Mat & Vinhus AS,964651361,4.5,5.0,"A truly “safe bet” among nice restaurants in Oslo.  Home-style, cosy and unpretentious atmosphere, but outstanding food. French style with Norwegian flavors and raw ingredients.
And really professional service.
Highly recommended.",5 months ago,Frederic B
5631,Markveien Mat & Vinhus AS,964651361,4.5,5.0,"I had a group dinner here and the experience was great! The staff were friendly and service minded. We had ordered 3 courses menu from crab, lamb and chocolate fondant. Super delicious food. Highly recommended.",5 months ago,Benedicta Kiplesund
5632,Markveien Mat & Vinhus AS,964651361,4.5,4.0,"Friendly and relaxing atmosphere, good service and big wine selection. Especially enjoyed my pork neck dish for main because the meat is juicy and tender. Flavours also work very well. Desserts are good but we think the Strawberry and rhubarb one is the best of the three we tried. Would recommend people visiting Oslo to try this restaurant.",4 years ago,Angie “Angie”
5633,Markveien Mat & Vinhus AS,964651361,4.5,5.0,"Very intimate, cost environment, great local service who give great advice on food and selection of wine. This is very much a seasonal restaurant where there is a small selection of local produce. Mussels and local fish ceviche was amazing, duck and pork neck mains were excellent( highly recommend the pork neck).. dessert try the rhubarb and strawberry... sounds weird but it was amazing",4 years ago,Phil Patel
5634,Markveien Mat & Vinhus AS,964651361,4.5,2.0,"Hate to leave a bad review, but this was not a good experience.
The restaurant was extremely hot.
Of greater importance: I got food poisoning, I think from my main course, the fish special (butter flounder?) for that night. The fish was massively over salted. There were also muscles served out of the shell (will avoid that in the future).
I started feeling ill within 30 minutes of leaving the restaurant. 24 hours later, I am recovering. Classic food poisoning.
My first course was excellent. Bad night, I guess.",5 months ago,Dan Felsenfeld
5635,Terrrassen kafe Stovner AS,913708423,3.8,3.0,"They had the best fries I've ever had!! But we ordered chicken with fries and a vegetable pizza and the rest wasn't that good. The chicken was alright, wasn't anything special but wasn't bad. The pizza however was horrible, the had simply boiled veggies and put the on top after making the pizza and it did not taste good that way.",7 months ago,Namira Star
5636,Terrrassen kafe Stovner AS,913708423,3.8,1.0,"Tried twice eating dinner here and both made me feel underwhelmed.  The different grills taste exactly the same, very smoky and that is all.  No other taste except smoky.  I tried their burger and it tastes just like their grills.  It makes me wonder if they actually clean their kitchen grills or not.",10 months ago,Jenny Tan
5637,Terrrassen kafe Stovner AS,913708423,3.8,5.0,Big hall with all facilities one needs. Good parking system,4 months ago,qasim raja
5638,Terrrassen kafe Stovner AS,913708423,3.8,4.0,Nice Turkish style eating place inside Stovner center.,a year ago,Valentyn Oksenych
5639,Terrrassen kafe Stovner AS,913708423,3.8,5.0,Amazing Turkish cuisine and wonderful staff!,8 months ago,Junior Ugur
5640,"Lyngås gjenvinningsstasjon, RfD",921973799,4.8,1.0,Very bad and the person who works there they think they are the bosses,a year ago,Florin manea
5641,"Lyngås gjenvinningsstasjon, RfD",921973799,4.8,5.0,Very good service,7 months ago,Said Tatby
5642,"Lyngås gjenvinningsstasjon, RfD",921973799,4.8,5.0,"Neat and tidy place, nice people who work there and are easily accessible if you have any questions.
Easy to get in and out, just need to register on an app. You can also deliver things for reuse.
Environmentally friendly, smart, fun!",7 months ago,violeta st
5643,"Lyngås gjenvinningsstasjon, RfD",921973799,4.8,5.0,"Professional, very user-friendly, organized and pleasant service. You no longer have to worry about delivering rubbish and scrap. It is valuable to have such a free function available to the municipality's residents, and thus also valuable to the environment.",a year ago,Robert Tresland
5644,"Lyngås gjenvinningsstasjon, RfD",921973799,4.8,3.0,"Liked the reception itself, but the input/output port itself was a little unintuitive. A screen that says ""scan the ticket"" or ""scan with app"" should also be able to say ""please, drive out"" when you have scanned and are waiting for an OK message from a screen.",2 years ago,Ketil Schyberg
5645,Asia Kebab Grill og Pizza Hus,994668749,4.0,4.0,"Great donerkebab, but could be more food in the big kebabrull. Was still very tastefull 😊",3 months ago,Magnus Vekterli
5646,Asia Kebab Grill og Pizza Hus,994668749,4.0,1.0,Spent 30 minutes waiting for a pizza. One guy behind the counter. Said ‘coming soon’ all the time. Pizza never came on time. Waited 30 minutes. Never again.,6 months ago,Adam
5647,Asia Kebab Grill og Pizza Hus,994668749,4.0,5.0,My favorite chicken shawarma. I especially like the French fries in it.,2 months ago,Bendegúz Ács
5648,Asia Kebab Grill og Pizza Hus,994668749,4.0,1.0,"Scammed, we ordered 1 doner kebab medium (75 kr) and 1 rolled doner (85 kr) for a total of 160kr and they made us pay 180 kr for no reason, they don't speak english and they don't ask what people wants in their kebab.",9 months ago,ste brr
5649,Asia Kebab Grill og Pizza Hus,994668749,4.0,1.0,"This cafe is bad, their service is bad, smells is bad, atmosphere is bad, personal don’t respect people.",8 months ago,Nick Nice
5650,Norlaks sushi,924428546,4.0,1.0,"Drafty ""waiting place"", all self order. Food comes in intervals, some of my party were done before I got my food. Mostly people in and out fetching. No atmosphere, and the sushi is pretty, but falls apart. Also, the rice was lukewarm, the sushi ICEcold.",a month ago,Claudia Talgo
5651,Norlaks sushi,924428546,4.0,5.0,"Amazing service. Delicious, experimental and and exciting takes on sushi and rice bowls. Worth a visit regardless of location (They are all awesome)",2 years ago,Nana Grace Kwapong
5652,Norlaks sushi,924428546,4.0,4.0,"Great food, was just a bit cold and not hot. But the price was very decent.",2 years ago,Wendy Wong
5653,Norlaks sushi,924428546,4.0,5.0,Great quality sushi for a decent price,12 months ago,Maija Kingston
5654,Norlaks sushi,924428546,4.0,5.0,"Good quality sushi, cosy place",5 months ago,Bård Olsen
5655,Sagato Bakery & Café,999667171,4.6,5.0,"The selection here isn't huge, but the quality is great and the menu is different from most places, which is nice.  We had a potato top, fish and chips (Snapper I believe), and several of the baked goods. We also bought a jar of the Hawaiian Honey.",2 months ago,Matthew Thompson
5656,Sagato Bakery & Café,999667171,4.6,4.0,"Sagato threw me for a loop!  I went in with an assumption that it was just another bakery and café but was pleasantly surprised to find a multitude of food items to choose from!  And really high quality ingredients - region sourced, great portions at great prices.  The team at work were very nice, helpful and knowledgeable about their products.  Loved the artwork and furniture.  They had postcards and mugs etc available.  I ordered 2 fish and chips.  Each piece of snapper was about a hand and a half long!  Unique taste, solid and very filling.  They had items from meat pies, sausage rolls, to fish to strawberry shortcake.  We had a meeting with our friends at Sagato Bakery & Café and it went smooth!  I liked the music.  Got to it fast and easy right off the freeway too.",6 months ago,Lindsay Diamond
5657,Sagato Bakery & Café,999667171,4.6,5.0,"My husband has is from New Zealand and has been here in America almost 4 years and this place is the closest to the meat pies back home. He always talks about how he misses the meat pies. Back home, he would go early to the bakery and buy them fresh out of the oven. Prices are different then back in New Zealand but the taste is incredible!",a year ago,Silivia Suluka
5658,Sagato Bakery & Café,999667171,4.6,5.0,"As an Aussie living in SLC for a few years, I was excited to just find out about this place. The following day we went and bought 10 pies, 4 sausage rolls, laminations and some other items (most of the menu). The taste of Australia!! They even had tomato sauce. Highly recommend.",a year ago,John Pirrie
5659,Sagato Bakery & Café,999667171,4.6,5.0,I really enjoyed the Potato Top and Custard Tart. I'm already planning on going back and ordering more items to try. The atmosphere there is really relaxing and comfortable. I'd definitely try this place out for a decent lunch.,a year ago,Sagan
5660,Grand Taj Indian Restaurant,917000409,4.4,5.0,"This chef’s a genius! We have ordered takeout from here twice and we’re more than impressed! The onion pakora, curry chicken and Peshawari naan delivers - the sweetness of he naan is balanced with sultanas, coconut, almond and pistachios. So far the butter chicken is the star dish - it’s a lovely rich orange-red, gorgeous smelling, with a harmonious spice palate (medium). What luck to have this restaurant in our neighbourhood!",4 years ago,JH Monsen
5661,Grand Taj Indian Restaurant,917000409,4.4,5.0,"Great service,good food, very nice service!We will  return!",3 years ago,Vaida Medišauskaitė
5662,Grand Taj Indian Restaurant,917000409,4.4,5.0,Delicious food!!!Great service!!! Nice and clean place!!! Recomend it !!! Try avocado cocktail 👍,4 years ago,John Filin
5663,Grand Taj Indian Restaurant,917000409,4.4,5.0,Recommended. Quality food and good service. Really far better than what you expect from a restaurant so far in the outskirts of Oslo. I predict a cult status in the times to come.,4 years ago,Dj Plethorius /KUNGW/SENORINTENZE
5664,Grand Taj Indian Restaurant,917000409,4.4,1.0,Worst Indian Food Ever....we had ordered veg. Lift a and the kofta was dry like a rock. Really never ever going to order again even if I starve to death. I am really not sure how the other ratings are so high or it was just an unlucky day for us.,4 years ago,Dhaval Panchal
5665,Åpent Bakeri Røa Torg,920188826,3.8,5.0,Excellent areas and really a gem for Røa. Avoid busy times and it's a great work/relaxing atmosphere for some deep work,5 months ago,Trygve Bjellvåg
5666,Åpent Bakeri Røa Torg,920188826,3.8,3.0,"Althought the good quality bread (pastries are the same like everywhere else).. The first word that comes to mind in this place is expensive, even for Oslo standards. Both the bakeri and the kitchen that seels overpriced pizzas. Can get crowded very easily. Closes early. Very cool outdoor seating. Anyway Røa was missing something like this ...",a month ago,João Rodrigues
5667,Åpent Bakeri Røa Torg,920188826,3.8,2.0,"Very busy place when I was there. Sharing the floor area with a restaurant. And I guess the staff had a bad day, because she was sour. But, I know some other Åpent Bakeri and the products are very good, same quality as usual 👍",a year ago,Vincent Banterla
5668,Åpent Bakeri Røa Torg,920188826,3.8,4.0,"Nice place, bakery during the day and a restaurant during the afternoon. Not the most service focused team that I have encountered and the menu is limited, but the pizza tastes great if you are into that (as I am). Compared to other bakeries in the neighbourhood its a step up. Great to sit outside in a good weather.  Promise to take more pictures of the dishes next 😁",a year ago,Kristjan Mar Hauksson
5669,Åpent Bakeri Røa Torg,920188826,3.8,3.0,Surprisingly not tasty coffee,3 months ago,Peter Kras
5670,Sot Bar & Burger - Valkyrien,824606552,4.3,5.0,"It's the best burger joint in the whole Oslo, hands down! Amazing ambience, fantastic service and the menu... Oh the menu! There are simply no words. I especially would recommend the Sesong burger with beef and søtpotet fries with cheese dip. There are vegan options too - they put beetroot instead of meat.",4 months ago,Zoomer
5671,Sot Bar & Burger - Valkyrien,824606552,4.3,4.0,"Tasty burgers and wonderful customer service, I loved the atmosphere, music and the outdoor area. We commented the dressing, it was not enough for double burger, and they fixed it right away. We will definitely come back 👍🏼",4 months ago,Mash Raz
5672,Sot Bar & Burger - Valkyrien,824606552,4.3,5.0,"Aaah this restaurant was really good. The plant burger, which I had was delicious and so filling, plus the sweet potato fries were crispy and naturally sweet 😋
Service was great and friendly by the young waiters 👍🙏🏼😁
This is a must try for all the burger lovers 🙂",a year ago,David Byer (Davby)
5673,Sot Bar & Burger - Valkyrien,824606552,4.3,4.0,"Bit expensive. Great food, fantastic staff, good atmosphere. But be aware of the pricy beer (a juicy ipa) cost just under 200nok 😳",6 months ago,Nima Yazdani Karimi
5674,Sot Bar & Burger - Valkyrien,824606552,4.3,5.0,"Outstanding burger place! Friendly staff, superfast service (really!) And great food. The menu design is very interesting and user friendly (you can choose your base and style). The umami burger is truly full of taste. I guess it is not the healthiest option, but they have plant-base versions for those who prefer fit choices.",a week ago,Paweł Grądek
5675,Tims veitvet,928675122,4.2,5.0,Best Burger :) Juicy Chicken Burger and Hot wings.,5 months ago,Prabu Ravi
5676,Tims veitvet,928675122,4.2,5.0,"10/10 Best burger in the entire Groruddalen. Have eaten all the burgers on the menu and all can be recommended, especially the Sriracha sauce burger which tastes absolutely perfect. A big plus is that the service is very pleasant and that you always get burgers that are well cooked and of high quality. Recommend eating the burger at the restaurant as burgers always taste best when they are hot",6 months ago,- KG
5677,Tims veitvet,928675122,4.2,3.0,This is one place for you if you want to try good burgers and french fries.the food is 8 out of 10 the service is 9 out of 10 the atmosphere is 6 out of 10,2 months ago,En Google bruker
5678,Tims veitvet,928675122,4.2,5.0,"highly recommended, very nice service.
Have eaten all the burgers on the menu and they all taste perfect, especially the one with Sriracha sauce is my favourite.",a month ago,Wisso Ali
5679,Tims veitvet,928675122,4.2,5.0,"Very good service, very kind and happy!
Super good burgers, especially hot mexican, Fries are recommended!
Took a short time to make and the burger is just perfectly cooked😃 Really recommend that you eat here!",6 months ago,Renate Stensholm Hansen
5680,Elefanten Bar Og Café As,923359400,4.6,5.0,The place,a year ago,allan mcghee cameron
5681,Elefanten Bar Og Café As,923359400,4.6,5.0,"Was very surprised when we were served free food on the Saturday we were there.
Good food and service.",3 months ago,jorge vasquez arredondo
5682,Elefanten Bar Og Café As,923359400,4.6,5.0,Very pleasant service. Everyone greets and smiles and is very pleasant. Good food and accessible for wheelchairs.,5 months ago,Gro Hansen
5683,Elefanten Bar Og Café As,923359400,4.6,3.0,"Local pub with ""live"" music. Inside. Very pleasant service. Support local businesses. 🍺",4 months ago,Kjell Marcus Bøe
5684,Elefanten Bar Og Café As,923359400,4.6,5.0,"Local pub in Romsås with a fun mix of visitors, and with very pleasant service. Reasonable prices for food and drinks. Short distance to subway and bus.
Recommended👍",9 months ago,Thomas Eriksen
5685,Dragon Bowl,925583189,4.4,2.0,Bubble tea is not like what I had for the past 20 years of my life. Feels like a combination of coffee (it is weird that I couldn’t tell what tea is used for this) and cream. It also tastes very light because of the ice. Definitely not recommended if you just want bubble tea.,6 months ago,Yijun Wang
5686,Dragon Bowl,925583189,4.4,4.0,"Was better than expected, nicey spicy, good meat and vegetables 😂🍖🌶️",3 weeks ago,Øystein Mikkelsen
5687,Dragon Bowl,925583189,4.4,5.0,I had the Banh mi bo and it was delicious !! Really recommend it,4 months ago,wissame en-naoui
5688,Dragon Bowl,925583189,4.4,5.0,Maybe I was just hungry but I stopped here for lunch got the Com ga chien. One of the best rice bowls I've ever had and plenty enough food for the price!,a year ago,Chris Madar
5689,Dragon Bowl,925583189,4.4,5.0,I think they provide the best bobble tea in Oslo!,a week ago,I-Min Hsieh
5690,Ringnes Brygghus,819552002,4.6,5.0,"What a great pub.
The atmosphere made up from the old building and brewery mixed with good lighting and the right amount of music really strikes the right tone.
Of course, here everything revolves around beer. The selection is excellent and very well produced. Currently the Märzen is the perfect fit for the season and in combination with one of their really tasty pizza there is nothing left to wish for.
The staff is great too, they know their products and have the best attitude.",9 months ago,Christoph Pohl
5691,Ringnes Brygghus,819552002,4.6,3.0,"I expected more. The interior was ok but you could have made much more out of that place.

I had such a beer Taster and was disappointed. It was quite expensive and some was just not natural with fruits or just strong hopped but not special.

The Ringnes Pils is great and I like the style of the brewery but they should have made better with that place",3 months ago,Andreas Zoller
5692,Ringnes Brygghus,819552002,4.6,5.0,"Wow! What an excellent find! The pizza is incredibly good, and pairs really well with beer. There was a live band playing jazz music on Saturday afternoon, which was refreshing and very welcome. There are interesting facts about the founders of Ringnes and a few museum items about. The differently sized tables offer very different seating, so you may want to come earlier if you're set on taking up something that you consider ""good places to sit"".",5 months ago,Temporal Female
5693,Ringnes Brygghus,819552002,4.6,5.0,"A place to go to get an awesome food experience paired with superb beer. And you don't have to be a beer geek to find something that you can enjoy, they have some very knowledgeable enthusiasts that'll help you...",4 years ago,Hasse
5694,Ringnes Brygghus,819552002,4.6,5.0,"Awesome selection beers on taps, many collector's edition beers in storage, great set of people, friendly and knowledgable, Oslo's best quizmaster in-house, stone pizzas to satisfy hunger cravings and reasonable prices, need I say more?",a year ago,Ajay Gorthy
5695,Clarion Hotel Oslo,916776365,4.5,5.0,Loved this hotel! Great location in modern area (walking distance to bus terminal and railway station). Delicious breakfast with big variety of options (can be crowded on weekends). Stylish room with panoramic windows. Would love to stay there again when visiting Oslo. (period of stay - July 2022).,a month ago,Vasilisa Zarokili
5696,Clarion Hotel Oslo,916776365,4.5,5.0,I love this hotel. The rooms are laid out nicely with plenty of storage and space. Everyone who works there is nice and the breakfast is great. This was our second stay here and will happily stay a third time should I make it back to Oslo. It’s also a super quick walk to the train to the airport and the neighborhood has a lot to offer!,7 months ago,Kyra Williams
5697,Clarion Hotel Oslo,916776365,4.5,5.0,"A truly fantastic hotel. Full marks for location, for staff, for decor, and for breakfast

Staff in reception and bar especially personal, professional and helpful

Breakfast truly amazing. Genuinely the most impressive I have seen in 30 years of travel. Congratulations to the team for making it so incredible every morning. A real reason to return.",5 months ago,Paolo Cuomo
5698,Clarion Hotel Oslo,916776365,4.5,4.0,"Wow, what a breakfast selection! Pancakes I think should be done on demand to keep them fluffy & fresh.

Nice room with comfy bed. I would substitute the coffee machine with tea coker. We all enjoy good cup of tea?!

The room was clean except behind the desk.

Why nice TV with only Scandinavian channels? And ladies bring your own shower cap.
Nice location. Munck museum, opera & library within minutes walking. Friendly & helpful staff.",4 months ago,Sandra Eriksson
5699,Clarion Hotel Oslo,916776365,4.5,4.0,A very good hotel within walking distance of the main train station. You can catch trams and buses just a few metres away. They have a really nice bar with friendly guys running it. All the staff are friendly and helpful.,a month ago,Sara (Sara)
5700,Ekte Istanbul Kebab avd Grønland,912517187,4.0,4.0,"Named Oslo's best kebab in 2019 by Aftenposten. Serves various Turkish dishes. I have eaten here a few times. Each time I am very satisfied. That ""unique"" Turkish taste is delicious. Very busy at lunchtime. Nice staff. Recommended.",a year ago,Mattis Linstad
5701,Ekte Istanbul Kebab avd Grønland,912517187,4.0,2.0,"The kebab meat was fine, but the rest of the plate was a disappointment. Dried up vegetables, overcooked bulgur, tasteless sauce. Also, ridiculously overpriced! Service was also subpar. There are plenty of better restaurants nearby, I suggest to try those.",2 weeks ago,Thomas
5702,Ekte Istanbul Kebab avd Grønland,912517187,4.0,5.0,Great service and food. Hospitality and kindness from their personal made me feel happy to select with patience my meal. :3,a month ago,Jose Alberto Guerrero Cruz
5703,Ekte Istanbul Kebab avd Grønland,912517187,4.0,4.0,"Reasonable price, went with friends. We had a quick lunch, so we ordered fish and mixed grill. The chicken skew was tender and juicy. Grilled fish is nice and tasted good.",4 years ago,جک دایی
5704,Ekte Istanbul Kebab avd Grønland,912517187,4.0,3.0,have tried dinner for at least 5-6 times. Very pricy. Tastes good. they have reduced their portions recently i think. Used to be good amount of serving before.,3 months ago,binte farooq
5705,Rahma restaurant,915354327,4.2,3.0,Halal restaurant located just next to Islamic Center Oslo Grønland.,a year ago,Naveed Ahmed
5706,Rahma restaurant,915354327,4.2,2.0,"The food was cold and the meat was dry and tough. I expected it to be flavorful because Ethiopian food uses great blends of spices, but unfortunately here most of the dishes we tried didn't have a great flavor.

The service was very nice and friendly, however, and the dishes were not expensive.

All in all, however, I will not go there again.",a year ago,Niels Neuteboom
5707,Rahma restaurant,915354327,4.2,5.0,"Good service, strongly recomend if you're hungry. Price was verry resoneble for a good portion",3 years ago,kim es1
5708,Rahma restaurant,915354327,4.2,5.0,Love this place. Great food. Vegan options. Low price. Extra tea. Friendly staff.,10 months ago,Alexander Genaud
5709,Rahma restaurant,915354327,4.2,5.0,"Regarding the food: the Tibsi and Ferfera were really good with a nice sour note. The service was quick too. The restaurant itself is nothing at all to write home about, although it’s spotlessly clean. Prices are similar to what you’d pay at a Somali restaurant in Columbus Ohio or Minneapolis.",3 years ago,RRR
