organisasjonsnummer,navn,registreringsdatoEnhetsregisteret,registrertIMvaregisteret,antallAnsatte,overordnetEnhet,oppstartsdato,organisasjonsform_kode,organisasjonsform_beskrivelse,organisasjonsform__links_self_href,naeringskode1_beskrivelse,naeringskode1_kode,beliggenhetsadresse_land,beliggenhetsadresse_landkode,beliggenhetsadresse_postnummer,beliggenhetsadresse_poststed,beliggenhetsadresse_adresse,beliggenhetsadresse_kommune,beliggenhetsadresse_kommunenummer,links_self_href,links_overordnetEnhet_href,hjemmeside,datoEierskifte
914415047,BONITA BLOMSTER CAFE&JUICE,2014-11-05,False,20.0,914263468,2014-11-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Butikkhandel med blomster og planter,47.761,Norge,NO,0259,OSLO,['Briskebyveien 28'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/914415047,https://data.brreg.no/enhetsregisteret/api/enheter/914263468,,
919507977,VAQUERA VERDE AS,2017-09-04,False,5.0,919360399,2017-06-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0171,OSLO,['Waldemar Thranes gate 8'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/919507977,https://data.brreg.no/enhetsregisteret/api/enheter/919360399,,
914417813,PEPPERN INDISK GATEKJØKKEN AS,2014-11-06,False,9.0,914372852,2014-09-04,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av gatekjøkken,56.102,Norge,NO,0150,OSLO,['Akershusstranda 25'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/914417813,https://data.brreg.no/enhetsregisteret/api/enheter/914372852,,
818836902,RETT INN BAR OG CAFE AS,2017-04-06,False,6.0,918681906,2017-03-15,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av puber,56.301,Norge,NO,0182,OSLO,['Storgata 39'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/818836902,https://data.brreg.no/enhetsregisteret/api/enheter/918681906,,
973204769,SZECHUAN AS,1995-02-22,False,10.0,913947800,1965-12-31,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0565,OSLO,['Trondheimsveien 64'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/973204769,https://data.brreg.no/enhetsregisteret/api/enheter/913947800,,2014-08-01
913979842,BONO FOOD AS,2014-08-07,False,6.0,913805194,2014-08-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0257,OSLO,['Niels Juels gate 25'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/913979842,https://data.brreg.no/enhetsregisteret/api/enheter/913805194,www.bono-food.com,
929177193,LOASIS RESTAURANT AS,2022-05-09,False,7.0,929113527,2022-04-28,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0560,OSLO,['Trondheimsveien 14'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/929177193,https://data.brreg.no/enhetsregisteret/api/enheter/929113527,,
974999439,BAKER SAMSON AVD MAJORSTUHUSET,1997-06-11,False,17.0,915647774,1965-12-31,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Butikkhandel med bakervarer og konditorvarer,47.241,Norge,NO,0366,OSLO,['Valkyriegata 8'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/974999439,https://data.brreg.no/enhetsregisteret/api/enheter/915647774,,
925429015,REFRESH MATHALLEN,2020-08-04,False,11.0,825397272,2020-08-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av barer ellers,56.309,Norge,NO,0178,OSLO,['Vulkan 5'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/925429015,https://data.brreg.no/enhetsregisteret/api/enheter/825397272,,
923607595,SWEET DEKOR AS,2019-10-15,False,7.0,923583521,2019-09-05,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Produksjon av brød og ferske konditorvarer,10.710,Norge,NO,0153,OSLO,['Kongens gate 10'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/923607595,https://data.brreg.no/enhetsregisteret/api/enheter/923583521,,
913966244,SANJAYS AS,2014-08-04,False,12.0,913955986,2014-07-21,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0585,OSLO,['Lørenveien 44'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/913966244,https://data.brreg.no/enhetsregisteret/api/enheter/913955986,www.sanjays.no,
976598997,OPHELIA BAR DINER CLUB GINO ALICKAJ,1996-07-23,False,9.0,944802711,1995-03-12,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av puber,56.301,Norge,NO,0166,OSLO,['Holbergs gate 19'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/976598997,https://data.brreg.no/enhetsregisteret/api/enheter/944802711,,
921905750,HOTELLDRIFT Q HASLELINJE AS,2018-12-19,False,105.0,874691372,2017-01-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,"Drift av hoteller, pensjonater og moteller med restaurant",55.101,Norge,NO,0579,OSLO,['Bøkkerveien 15'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/921905750,https://data.brreg.no/enhetsregisteret/api/enheter/874691372,,
999596037,ÅPENT BAKERI DRIFT AS AVD WALDEMAR THRANES,2013-01-26,False,17.0,998316588,2013-01-10,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0173,OSLO,['Waldemar Thranes gate 70'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/999596037,https://data.brreg.no/enhetsregisteret/api/enheter/998316588,,2015-12-05
922634815,DEG 18 DRIFT AS,2019-04-13,False,24.0,922607273,2019-02-28,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0191,OSLO,['Dronning Eufemias gate 18'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/922634815,https://data.brreg.no/enhetsregisteret/api/enheter/922607273,,
828505572,BAKERI BACKSTUBE STOVNER SENTER,2022-01-08,False,0.0,916106432,2021-06-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Produksjon av brød og ferske konditorvarer,10.710,Norge,NO,0985,OSLO,['Stovner Senter 3'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/828505572,https://data.brreg.no/enhetsregisteret/api/enheter/916106432,,
926201034,GG DRIFT AS,2020-12-17,False,36.0,925921521,2021-01-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0155,OSLO,['Storgata 5'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/926201034,https://data.brreg.no/enhetsregisteret/api/enheter/925921521,,
898149382,PIZZERIA LA PIETRA AS,2012-03-21,False,10.0,914436702,2012-04-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0658,OSLO,['Ingeborgs gate 4'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/898149382,https://data.brreg.no/enhetsregisteret/api/enheter/914436702,,2015-01-01
871699232,HALVORSENS CONDITORI AS,1995-02-22,False,7.0,992805315,1965-12-31,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Produksjon av brød og ferske konditorvarer,10.710,Norge,NO,0157,OSLO,['Prinsens gate 26'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/871699232,https://data.brreg.no/enhetsregisteret/api/enheter/992805315,,2008-01-01
991821554,CAFE SKANSEN AS,2007-10-13,False,0.0,999263879,2008-01-10,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0151,OSLO,['Rådhusgata 32'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/991821554,https://data.brreg.no/enhetsregisteret/api/enheter/999263879,,2013-01-01
915381251,LO FIVE AS,2015-05-13,False,27.0,915366155,2015-05-15,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0182,OSLO,['Torggata 37'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/915381251,https://data.brreg.no/enhetsregisteret/api/enheter/915366155,,
911665182,BREAKFAST AT TIFFANYS AS,2013-03-06,False,29.0,911581515,2013-01-15,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0170,OSLO,['Sofies gate 16A'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/911665182,https://data.brreg.no/enhetsregisteret/api/enheter/911581515,,
925710075,GRAINS MATHALLEN AS,2020-09-28,False,8.0,925677418,2020-09-11,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Butikkhandel med bakervarer og konditorvarer,47.241,Norge,NO,0178,OSLO,['Vulkan 5'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/925710075,https://data.brreg.no/enhetsregisteret/api/enheter/925677418,,
922675317,EVEN ESPRESSOBAR AS,2019-04-29,False,6.0,924601019,2019-03-25,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0190,OSLO,['Mandalls gate 10'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/922675317,https://data.brreg.no/enhetsregisteret/api/enheter/924601019,,2020-03-01
915893848,MADE FOR CHANGE AS,2015-09-09,False,25.0,915865488,2015-08-27,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0369,OSLO,['Slemdalsveien 1'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/915893848,https://data.brreg.no/enhetsregisteret/api/enheter/915865488,,
871801762,STOP & GO AS,1995-02-22,False,25.0,998413575,1965-12-31,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0953,OSLO,['Kalbakkveien 34B'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/871801762,https://data.brreg.no/enhetsregisteret/api/enheter/998413575,,2012-06-01
980320979,CAFE EUROPA AS,1998-11-25,False,23.0,990319286,1999-01-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0166,OSLO,['St. Olavs gate 31'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/980320979,https://data.brreg.no/enhetsregisteret/api/enheter/990319286,,2006-08-20
972002607,CUISINE SUISSE AS,1995-02-22,False,7.0,930274852,1983-10-16,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,1352,KOLSÅS,['Kolsbergveien 16'],BÆRUM,3024,https://data.brreg.no/enhetsregisteret/api/underenheter/972002607,https://data.brreg.no/enhetsregisteret/api/enheter/930274852,www.grunerhaven.no,
829923092,KYLLING & PIZZA AS AVD MAJORSTUEN,2022-09-26,False,1.0,923161023,2022-09-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0367,OSLO,['Majorstuveien 34'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/829923092,https://data.brreg.no/enhetsregisteret/api/enheter/923161023,,
920926991,DP SKØYEN,2018-05-31,False,21.0,913169883,2018-05-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0275,OSLO,['Engebrets vei 7'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/920926991,https://data.brreg.no/enhetsregisteret/api/enheter/913169883,,2020-12-19
916317433,MARAJAH AS,2015-11-30,False,10.0,916223196,2015-12-15,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0953,OSLO,['Trondheimsveien 391'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/916317433,https://data.brreg.no/enhetsregisteret/api/enheter/916223196,,
974195259,BAKER HANSEN CC VEST,1995-02-22,False,19.0,989872109,1990-05-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Butikkhandel med bakervarer og konditorvarer,47.241,Norge,NO,0283,OSLO,['Lilleakerveien 16'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/974195259,https://data.brreg.no/enhetsregisteret/api/enheter/989872109,,2006-01-01
985183007,GRAND CAFÈ OSLO AS,2002-12-09,False,83.0,985142602,2002-11-22,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0255,OSLO,['Henrik Ibsens gate 4'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/985183007,https://data.brreg.no/enhetsregisteret/api/enheter/985142602,www.grandcafeoslo.no,
913412699,YOUNG FOOD AS,2014-03-24,False,25.0,990564728,2014-03-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0181,OSLO,['Youngstorget 1'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/913412699,https://data.brreg.no/enhetsregisteret/api/enheter/990564728,,
921355351,JOHNNY ROCKETS STORO,2018-09-06,False,0.0,915985459,2018-09-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0485,OSLO,['Vitaminveien 29'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/921355351,https://data.brreg.no/enhetsregisteret/api/enheter/915985459,,
917229481,NEW TASTE OF CHINA AS,2016-05-26,False,32.0,998714931,2016-05-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0160,OSLO,['Tordenskiolds gate 8'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/917229481,https://data.brreg.no/enhetsregisteret/api/enheter/998714931,,
998915945,MAMMA PIZZA AS,2012-10-03,False,7.0,921605498,2012-09-13,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0154,OSLO,['Dronningens gate 22'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/998915945,https://data.brreg.no/enhetsregisteret/api/enheter/921605498,www.mammapizza.no,2018-12-12
992255471,SORIA MORIA RESTAURANT,2008-01-30,False,2.0,912644324,2008-01-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0477,OSLO,['Vogts gate 64'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/992255471,https://data.brreg.no/enhetsregisteret/api/enheter/912644324,,2013-11-01
815647092,STOCK,2015-07-09,False,30.0,815590872,2015-05-28,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0191,OSLO,['Dronning Eufemias gate 14'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/815647092,https://data.brreg.no/enhetsregisteret/api/enheter/815590872,,
998687640,HOX AS,2012-08-08,False,2.0,898591042,2012-07-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Butikkhandel med bøker,47.610,Norge,NO,0354,OSLO,['Underhaugsveien 11C'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/998687640,https://data.brreg.no/enhetsregisteret/api/enheter/898591042,,
982017645,BØLGEN & MOI GIMLE AS,2000-05-19,False,40.0,981936914,2000-04-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0265,OSLO,['Bygdøy allé 53'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/982017645,https://data.brreg.no/enhetsregisteret/api/enheter/981936914,,
923198709,BFF OSLO AS,2019-08-14,False,20.0,922774080,2019-04-29,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0257,OSLO,['Bygdøy allé 15'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/923198709,https://data.brreg.no/enhetsregisteret/api/enheter/922774080,,
972030805,LEKTER`N AS,1995-02-22,False,7.0,933393887,1983-06-15,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0250,OSLO,['Stranden 3'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/972030805,https://data.brreg.no/enhetsregisteret/api/enheter/933393887,,
897504952,NAZAR CAFE BAR AS,2011-10-25,False,19.0,996096653,2010-11-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0463,OSLO,['Kristiansands gate 2'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/897504952,https://data.brreg.no/enhetsregisteret/api/enheter/996096653,,
927663651,KAFFEGRAM AS,2021-09-06,False,11.0,927403897,2021-06-14,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0461,OSLO,['Stockfleths gate 60A'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/927663651,https://data.brreg.no/enhetsregisteret/api/enheter/927403897,,
921758995,NORI SUSHI BAR AS,2018-11-20,False,10.0,913014200,2018-10-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,1184,OSLO,['Sandstuveien 52'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/921758995,https://data.brreg.no/enhetsregisteret/api/enheter/913014200,,
918378871,JOE & THE JUICE TORGGATA,2017-01-17,False,0.0,911738066,2016-11-11,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0181,OSLO,['Torggata 9A'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/918378871,https://data.brreg.no/enhetsregisteret/api/enheter/911738066,,
921748337,M23 BAR & RESTAURANT AS,2018-11-19,False,13.0,921567294,2018-09-28,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0179,OSLO,['Møllergata 23'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/921748337,https://data.brreg.no/enhetsregisteret/api/enheter/921567294,,
993384062,GREFSENKOLLEN DRIFT AS,2008-12-03,False,103.0,879905362,2008-07-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0490,OSLO,['Grefsenkollveien 100'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/993384062,https://data.brreg.no/enhetsregisteret/api/enheter/879905362,,
921748418,NESTA FOODS NORGE AS,2018-11-19,False,12.0,814861082,2018-11-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Cateringvirksomhet,56.210,Norge,NO,0157,OSLO,['Øvre Slottsgate 6'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/921748418,https://data.brreg.no/enhetsregisteret/api/enheter/814861082,www.nestafoods.no,
827200522,NASHVILLE AS,2021-06-05,False,20.0,826445912,2021-06-03,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0186,OSLO,['Christian Krohgs gate 43C'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/827200522,https://data.brreg.no/enhetsregisteret/api/enheter/826445912,,
919673745,MATCHA CAFE AS,2017-10-05,False,8.0,913278585,2017-08-30,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,2010,STRØMMEN,"['c/o Ole Anh Huy Le', 'Stasjonsveien 23B']",LILLESTRØM,3030,https://data.brreg.no/enhetsregisteret/api/underenheter/919673745,https://data.brreg.no/enhetsregisteret/api/enheter/913278585,,
928147061,SHUFL OSLO AS,2021-11-16,False,34.0,928027953,2021-10-08,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0250,OSLO,['Holmens gate 5'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/928147061,https://data.brreg.no/enhetsregisteret/api/enheter/928027953,,
825994432,N. SEEMA AS,2020-11-19,False,10.0,923055479,2020-11-19,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0188,OSLO,['Grønland 22'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/825994432,https://data.brreg.no/enhetsregisteret/api/enheter/923055479,,
981471199,KAFE VIGELAND AS,2000-01-18,False,23.0,981081803,1999-12-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0266,OSLO,['Frognerveien 67'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/981471199,https://data.brreg.no/enhetsregisteret/api/enheter/981081803,,
925609560,DRAGON BOWL AS,2020-09-09,False,4.0,925583189,2020-08-28,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Cateringvirksomhet,56.210,Norge,NO,0484,OSLO,['Nydalsveien 33'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/925609560,https://data.brreg.no/enhetsregisteret/api/enheter/925583189,,
974489902,MUCHO MAS AS,1995-06-14,False,15.0,974421305,1995-04-28,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0555,OSLO,['Thorvald Meyersg 36'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/974489902,https://data.brreg.no/enhetsregisteret/api/enheter/974421305,,
971692324,RESTAURANT DET GAMLE RÅDHUS,1995-02-22,False,68.0,982449979,1965-12-31,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0157,OSLO,['Nedre Slottsgate 1'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/971692324,https://data.brreg.no/enhetsregisteret/api/enheter/982449979,www.gamle-raadhus.no,2001-01-01
998434262,ZARDOS AS,2012-05-30,False,0.0,998416035,2012-05-15,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0186,OSLO,['Brugata 11'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/998434262,https://data.brreg.no/enhetsregisteret/api/enheter/998416035,,
990684006,LILLE SUMO,2006-12-23,False,3.0,996075303,2006-12-21,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0161,OSLO,['Olav Vs gate 4'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/990684006,https://data.brreg.no/enhetsregisteret/api/enheter/996075303,,2010-09-16
918590072,ESPRESSO HOUSE NORGE AS AVD GLASSMAGASINET 838,2017-02-20,False,29.0,911592770,2017-09-01,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,https://data.brreg.no/enhetsregisteret/api/organisasjonsformer/BEDR,Drift av restauranter og kafeer,56.101,Norge,NO,0155,OSLO,['Stortorvet 9'],OSLO,0301,https://data.brreg.no/enhetsregisteret/api/underenheter/918590072,https://data.brreg.no/enhetsregisteret/api/enheter/911592770,,
